あ あ
い い
う う
え え
お お
か あ
が あ
き い
きゃ あ
きゅ う
きょ お
ぎ い
ぎゃ あ
ぎゅ う
ぎょ お
く う
ぐ う
け え
げ え
こ お
ご お
さ あ
ざ あ
し い
しゃ い
しゅ う
しょ お
じ あ
じゃ あ
じゅ う
じょ お
す う
ず う
せ え
ぜ え
そ お
ぞ お
た あ
だ あ
ち い
ちゃ あ
ちゅ う
ちょ お
ぢ い
っ 無音
つ う
づ う
て え
で え
と お
ど お
な あ
に い
にゃ あ
にゅ う
にょ お
ぬ う
ね え
の お
は あ
ば あ
ぱ あ
ひ い
ひゃ あ
ひゅ う
ひょ お
び い
びゃ あ
びゅ う
びょ お
ぴ い
ぴゃ あ
ぴゅ う
ぴょ お
ふ う
ぶ う
ぷ う
へ え
べ え
ぺ え
ほ お
ぼ お
ぽ お
ま あ
み い
みゃ あ
みゅ う
みょ お
む う
め え
も お
や あ
ゆ う
よ お
ら あ
り い
りゃ あ
りゅ う
りょ お
る う
れ え
ろ お
わ あ
を お
ん ん
無音 無音
